A1A,A2A,A3A,A4A,A4B,A3B,A2B,A1B,B1A,B2A,B3A,B4A,B4B,B3B,B2B,B1B,timestamp
1.997150901003275e-07,7.100492702484947e-07,1.9883057230025193e-06,2.677951987588102e-07,2.1551778363197437e-06,2.237106986698294e-06,1.4450404815705401e-06,8.545649906689919e-07,1.9278633267790938e-08,1.100184690145922e-06,9.125571799836937e-07,2.2740253146023403e-06,1.2385839274960527e-06,1.5104786427290093e-06,7.240257223809246e-07,1.7835730623276326e-07,825566.5714585723
1.0875130581009027e-07,1.0590450676185156e-06,1.83411004962758e-06,5.129868151916332e-06,1.2145332524721725e-06,4.308042583046456e-06,2.2533313532027176e-06,1.2903115995800946e-07,4.302987948949153e-08,3.497815107148871e-06,2.6941319784056372e-06,3.195726949351776e-06,1.7679965648524655e-06,4.55468988381316e-06,2.927201015138427e-06,2.9164039119272495e-07,825571.323375187
5.925593956031652e-08,2.262243823778836e-06,1.1014128754384081e-06,6.102917089621727e-06,1.5297841629256356e-06,1.534783126089077e-05,3.881933351968238e-06,6.331686542274076e-07,2.2665131871789143e-08,2.5881511434879964e-06,5.016418204948378e-06,4.105545020185747e-06,3.3326660471595154e-06,4.740059809504429e-06,3.1221392099270026e-06,2.885512602794851e-07,825576.0819477016
5.183489424971418e-08,2.376515493225393e-06,9.92634491448242e-07,4.090265784863975e-07,1.3098586901474555e-06,7.871224704322925e-07,4.387654054030384e-07,6.201778306357284e-07,1.3771667760561604e-08,5.786586086533382e-07,9.288460372799958e-07,4.192512193964496e-06,1.3271768956522462e-06,9.452348640335652e-07,5.296991653817554e-07,1.1367845592018236e-07,825580.8254843163
2.215046676799447e-07,1.7222506123835602e-06,3.5505147278805444e-06,1.5983278328330558e-06,5.536517160279966e-07,2.6763178792046934e-06,1.3503297008960782e-06,4.3841462707326085e-07,3.122709323554939e-08,2.1789703399640496e-06,1.7677333885236866e-06,2.3922047430931928e-06,2.878658182719303e-06,2.303617833504899e-06,1.5434275116484536e-06,1.8803439827866602e-07,825585.5460416309
1.2670270474371195e-07,6.159565721511397e-07,1.5834524912213779e-06,2.612447674478358e-06,3.0514592717611354e-06,3.1177720660172195e-06,1.0297161124898443e-06,6.040205228993781e-07,2.050897241891106e-08,2.590074210806339e-06,8.244327316212214e-06,3.6240153894336044e-06,3.591247900454474e-06,6.08592489672235e-06,2.99459432773882e-06,2.0092054856073433e-07,825590.2795078455
6.641980648762904e-08,1.4015196771496728e-06,1.5726761752089625e-06,1.4871629697554942e-05,2.276828642778444e-06,3.5997413036366563e-06,3.2912617565396658e-06,5.409198237444393e-07,2.2131307406667132e-08,4.486396476759452e-06,1.3183394220134322e-05,3.3180398517665687e-06,4.211624576312047e-06,7.323345642498209e-06,1.6744524226299755e-06,3.2224144232009046e-07,825595.0065331601
1.2742257301982134e-07,3.1192567291490668e-06,1.1041840940004132e-06,7.996806425210503e-06,1.6654361912950085e-06,7.415919169778259e-06,1.667001318544789e-06,1.0857579300543066e-06,5.0214039384367046e-08,2.578225727776648e-06,9.486310878866222e-06,2.584749327946283e-06,3.945693843496969e-06,3.628556699368562e-06,1.7848478760844556e-06,3.127364237920319e-07,825599.7301068746
3.7041354093414884e-08,9.990103727718713e-07,1.0989451821845858e-06,2.1233130313591437e-06,6.819119325989229e-07,5.738122480362241e-07,9.120057775571088e-07,2.0101582264934485e-07,4.7868835388848143e-08,1.1303908383984784e-06,2.7469870461910245e-06,3.7255886821961705e-06,3.927619045250316e-06,1.3432068691808427e-06,1.2196999413896807e-06,3.220170365264363e-07,825604.4516379891
1.1230692860857092e-07,2.870466967065868e-06,1.7777158526580413e-06,4.306088437764787e-06,8.069872667657263e-07,2.252280215789347e-06,5.309837308646626e-06,5.832521858075172e-07,1.5393240074079068e-08,9.361911249491184e-07,2.67564430990489e-06,2.579577653409421e-06,2.767688828549451e-06,1.293582803813186e-05,3.195963205636026e-06,1.7436767685192303e-07,825609.1855806039
3.383399526552711e-08,3.868818177810127e-07,2.988641124677112e-06,7.050051840597468e-07,6.815311228065373e-07,3.7207616859439596e-06,5.266040904247235e-07,1.3256970939412071e-06,2.47608010470129e-08,1.096160800883538e-06,2.569745295445379e-06,9.927278527947338e-07,2.1106442267668324e-06,1.4429094816363362e-06,1.0275486256167226e-06,1.984860157508698e-07,825613.9061594184
1.1943068497646318e-07,1.0073488332648533e-06,2.2527672377776926e-06,5.233540777066442e-06,8.612610419937427e-07,6.92661047859877e-06,1.8852966223113098e-06,3.289118275179769e-07,1.9278567294593163e-08,2.8386385905473186e-06,8.031831459163148e-06,3.814153656570335e-06,1.6872367753233987e-06,4.550885213381309e-06,9.155996847118912e-07,1.7153405204303614e-07,825618.620323633
1.0963056593984345e-07,9.222576267113473e-06,2.1664694963675816e-06,1.0869333531040016e-05,4.568848487134911e-06,1.5415818812311662e-05,2.358101026624605e-06,9.935662527607627e-07,3.40120758175248e-08,5.085779968024165e-06,7.005234794120451e-06,1.9886883466807112e-06,3.7678868205994757e-06,6.438070082547318e-06,1.988180549481112e-06,1.71619148204665e-07,825623.3584238476
1.1605530834440542e-07,9.64006168490197e-07,6.999116288797521e-06,1.761335641358291e-06,2.224453331342595e-06,1.0209574037054093e-06,4.7628656996333574e-07,1.238844739102593e-06,2.373478017146075e-08,1.5341863302115548e-06,7.03085257359248e-07,6.096227699756757e-06,1.25082185381457e-06,1.138724222253823e-06,8.394115402708421e-07,1.0855931871376543e-07,825628.0625930621
2.112372625799586e-07,1.066270444077685e-06,2.6192874123770793e-06,4.849286882709411e-06,2.6282777542980543e-06,7.8731091315991e-06,8.526295679132477e-07,8.599843240041784e-07,4.409517433471531e-08,5.098586396524141e-06,5.379965186924853e-06,3.4426972759860023e-06,2.7415135655645507e-06,5.651132737356428e-06,1.7971382645760476e-06,2.863872202726102e-07,825632.7956811767
1.668047989503912e-07,2.836120961018334e-06,1.6441970906322302e-06,3.2313816999671346e-07,2.1176158682326256e-06,8.831111341547013e-07,2.8675117312479253e-07,8.439299219324799e-07,2.870726923579898e-08,7.5614662126002e-07,1.4778061158933507e-06,3.1264600005515546e-06,2.4189073609677735e-06,1.7113579374966667e-06,1.0052607120362455e-06,2.975510580034593e-07,825637.5291162913
4.119936854767755e-08,1.7976792950116456e-06,2.6538905721991224e-06,4.391382580491591e-06,4.842632129747445e-07,7.410744622909658e-06,3.6095212871120306e-07,1.2302813450177972e-07,3.106645079331829e-08,4.5004607192928725e-06,7.010153519317894e-06,4.780714379167265e-06,3.3087267796337213e-06,7.478295283803031e-06,1.6863911920961021e-06,1.5495720564003483e-07,825642.257615206
6.557227587767761e-08,2.554234564955699e-06,6.384065053429557e-07,5.206358797795044e-06,2.2641243924226826e-06,3.612096189224928e-06,3.7097357881182823e-06,1.299030526631294e-06,3.3888090676952524e-08,4.2681825408037214e-06,4.039618326573542e-06,2.818599834500869e-06,3.3330822740475742e-06,5.5025452171238145e-06,1.138464232257605e-06,2.63883249467573e-07,825647.0067335207
1.3861128701348805e-07,3.975438879363521e-06,3.1833069224226694e-06,8.468261774647958e-06,4.443353169060958e-06,4.271497191001424e-06,7.359453844671212e-07,7.390594528031196e-08,2.2187826212359628e-08,8.082303342879476e-06,1.548955684245078e-05,2.966964911443209e-06,4.9688887104746365e-06,7.009403087317845e-06,2.2838244842409694e-06,2.7284801984981743e-07,825651.7510994353
9.870194048952592e-08,9.83994008697492e-07,2.694728225205565e-06,1.6846023818645176e-06,4.2613095826741506e-06,7.0412463975311465e-06,5.86677870356059e-07,2.7473767520132964e-07,1.526548387521347e-08,1.2906265300446089e-06,2.9406404693087397e-06,3.198480169552796e-06,2.9058916150950068e-06,6.802504549329605e-06,9.63152537760721e-07,4.436834050391983e-07,825656.4824441498
1.6878009984428742e-07,1.4454488423959135e-06,7.393704888234661e-07,9.800082686761634e-07,7.413378838877971e-07,1.3276220864892177e-06,2.651355513984858e-07,1.339082638573603e-07,2.6935624071613178e-08,6.343253595162308e-07,6.725301989430127e-07,2.6607547575159897e-06,1.5647260827492874e-06,1.0919492852108655e-06,4.6586482988469855e-07,1.0893924681396671e-07,825661.1955450644
2.619038274560076e-07,1.3780958536889364e-06,2.2268122143554e-06,1.8459619884118368e-07,4.778917995385437e-06,3.8287935340519105e-06,2.7610879650717695e-06,2.06237877184669e-06,2.47122759139988e-08,8.452629104451804e-07,1.0430051942823047e-06,3.8078642900322112e-06,1.55481258299309e-06,1.949205415461906e-06,6.900182500654504e-07,3.623811410475993e-07,825665.935616079
4.7505826310157213e-08,1.4733831861204292e-06,2.6087735515001016e-06,3.6567524996114925e-07,2.4269551447123705e-06,4.977890616439014e-07,2.8518954072066267e-07,1.7569760697775323e-07,1.7668971296308895e-08,4.571032556002103e-07,5.495565016521093e-07,1.1120122666615958e-06,1.181089682014624e-06,1.4890538808443896e-06,7.964439643328312e-07,1.9001913525060093e-07,825670.6728462937
1.0416299898757102e-07,2.720213067044459e-07,4.160897240840297e-06,2.546183368764176e-06,4.8258478050958326e-06,3.644475154062172e-06,9.532297595905652e-07,2.7656939019144604e-06,2.3293379184098178e-08,2.685873715906374e-06,5.849177570383752e-06,3.0456035044683894e-06,5.083796074585461e-06,2.6021874819618327e-06,2.14367865465733e-06,4.4253119216048735e-07,825675.4425018084
1.2273862119352106e-07,2.2716270211959887e-07,2.8795913051641876e-06,1.3886814982021638e-05,5.218585109998614e-06,1.306839633969789e-05,7.796917830135065e-07,5.093516178728589e-06,2.379021731917456e-08,1.1876495896617882e-05,1.457049757787086e-05,2.4234908100168772e-06,1.679338829560953e-05,7.4249722742667155e-06,5.240143001307531e-06,1.194552079935466e-06,825680.199393923
8.908209153181442e-08,1.5544196764081472e-06,1.588508150344411e-06,2.300216408121876e-05,1.1686016974959086e-05,5.045166182693318e-05,2.0712796964288778e-07,8.770026104884522e-06,3.430940895139545e-08,1.0592587179904626e-05,2.2867575307012736e-05,2.17310362858083e-06,1.4824187453613185e-05,9.438222768276272e-06,1.1214456116877195e-05,1.2430060076766426e-06,825684.9177045376
4.4945494709696456e-08,1.8139875840996663e-06,7.280045092766574e-07,1.1008533204675637e-05,7.082326044232912e-06,1.3626583703065357e-05,3.7118438447607597e-07,1.6609511916121964e-06,1.8399515045693692e-08,3.6652373454531892e-06,9.26304526406656e-06,3.4879069329679057e-06,4.018445366959215e-06,5.417949504902808e-06,4.684487271765539e-06,5.131179026673698e-07,825689.6102978521
9.29432469590728e-08,1.4919475146922451e-06,6.99965854638661e-07,7.257985842910262e-06,7.433556780573805e-06,7.636728040658318e-06,2.761108630273892e-07,2.743237729533802e-06,5.728906138441874e-08,8.290348865042647e-06,1.0831577018090491e-05,2.765938799419936e-06,1.750637087407106e-05,9.187010543295012e-06,4.868563432284065e-06,9.512711880338237e-07,825694.3756120668
1.8456305629132955e-07,1.2623950127075816e-06,1.0729856679606937e-06,4.286617869234651e-07,1.5035773651298032e-06,2.0108947498946337e-06,1.0708215590483285e-06,1.3322626765980968e-06,2.2184036683142875e-08,3.6681539824626676e-07,4.1691999133976294e-07,2.318282808472578e-06,1.3641640051534804e-06,1.0391605065498286e-06,3.821519648770283e-07,1.4789464492484996e-07,825699.1094936813
9.239721000045597e-08,3.0541567192020645e-06,1.8987229308367543e-06,2.76864153421364e-07,9.031296467869508e-07,1.3873668986005788e-06,7.731109455895943e-07,7.278865233398869e-07,2.1627311134104905e-08,4.6989569284396577e-07,4.6507397122295043e-07,1.345193225377041e-06,5.342905036171633e-07,8.797256030247004e-07,8.49524872892361e-07,2.1308874097769661e-07,825703.8543053961
1.911201140451645e-07,3.2556167540419586e-07,1.8876799599961374e-06,3.1701277419684327e-07,2.0285686823616594e-06,5.300049149744005e-07,2.2795755504813033e-07,6.356559050038003e-07,2.4890473297597788e-08,8.579169812277628e-07,9.01830928925732e-07,1.4351121230923546e-06,1.5752737865669003e-06,2.569288317776561e-06,6.85855372213181e-07,3.873994309911396e-07,825708.5761323106
1.5657000840785198e-07,2.727922736664325e-06,9.365205494186949e-07,2.5233952000534457e-07,6.756611622706843e-07,1.1293456603642008e-06,9.606790204352476e-07,1.2563602113707844e-06,3.128139346377774e-08,9.349078624089947e-07,7.053633376079979e-07,1.525546851765253e-06,1.083561214165709e-06,1.7579448103359475e-06,6.33888381671225e-07,2.0240004482504036e-07,825713.3138950253
6.413292266846238e-08,8.127082999529912e-07,3.839164357826044e-06,4.1289819979052714e-07,1.2658318801958953e-06,5.747804955648273e-07,1.086764985354244e-07,2.987501775382008e-07,1.4282098615541144e-08,5.552592663241344e-07,5.193770577288411e-07,2.5322257877669203e-06,1.3213764471099323e-06,1.272225980400398e-06,5.546511500992254e-07,1.0998182948624765e-07,825718.0275153398
2.46064283553622e-07,1.5318139548496764e-06,9.840240905849736e-07,6.895975855119077e-07,8.043247359414461e-07,3.572225877606295e-07,3.081967205438206e-07,4.182522677561396e-07,2.0795072606189914e-08,6.309640178660034e-07,6.995120426189697e-07,1.183221005580616e-06,2.567456692657302e-06,1.8694735203868013e-06,3.520114683808122e-07,1.508267208984829e-07,825722.7688676545
4.575309716364566e-08,1.666804056093728e-06,1.6973628880523787e-06,8.408155818521204e-07,8.880136292643941e-07,6.033230291665372e-07,3.662988796243224e-07,8.13380250212906e-07,2.0768283938740392e-08,1.2400434290004187e-06,1.1766004044294255e-06,1.9055380381135153e-06,2.758105924754745e-06,2.6659186889644434e-06,5.357092328521246e-07,3.967338783134198e-07,825727.5301337691
4.3644761539337097e-08,2.521478420531446e-07,1.4736686266470039e-06,3.6239796149743035e-07,5.167489619962611e-07,1.79073650415269e-06,5.638536442806879e-07,4.1452809388356623e-07,2.0380525143638285e-08,3.8052786407794393e-07,6.179056670794023e-07,7.726281431754064e-07,1.2965681765639056e-06,1.7429215947593452e-06,2.005638545664751e-07,1.228392772407435e-07,825732.2682706837
6.268139319244148e-08,1.621997731130877e-06,2.5072815368640605e-06,5.154407629641506e-07,2.348084294030669e-06,1.0752868549370527e-06,5.351454542477975e-07,3.029751912342603e-07,2.5645422914173528e-08,6.701011941327266e-07,7.770489095125335e-07,2.8341429297177138e-06,1.9731957344202008e-06,2.1422347946769523e-06,4.374951017914417e-07,1.5287551188669103e-07,825737.0243220985
1.1920543076892239e-07,4.466788151807779e-06,2.380599390620738e-06,4.3473073990246613e-07,1.6285273601794707e-06,9.49995154806023e-07,3.208836061600054e-07,4.414150113157377e-07,5.706987371026037e-08,8.978755992025594e-07,6.840086421940029e-07,2.834473430053293e-06,2.232063969396647e-06,2.3605905474216602e-06,8.142485121979759e-07,1.9879394482083883e-07,825741.759833013
2.41795170785656e-08,5.101983072998861e-07,3.0592074804466454e-06,1.461452187906297e-07,5.773010919606695e-07,5.88399799070049e-07,2.3114387966628467e-07,2.538493268092928e-07,3.268533388819611e-08,8.519728570124872e-07,1.2966320851952562e-06,1.736081563283971e-06,1.7405384279880303e-06,1.9992644116943818e-06,1.0103067217987157e-06,1.0547297077146458e-07,825746.5030884277
1.5513500473655635e-07,9.985457298175998e-07,2.5918776662410438e-06,9.391188480430318e-07,1.6575703982697931e-06,3.2157557764945587e-06,2.7684788572730505e-07,4.372192515808108e-07,3.802955041141288e-08,1.918388549697044e-06,1.6746179771707526e-06,3.192691981443885e-06,2.5972865449824083e-06,2.6566937611049305e-06,6.65462693750886e-07,3.783251477031424e-07,825751.2222754422
8.76017219427683e-08,1.708908961365285e-06,1.978688124132307e-06,3.649489426386118e-07,5.318326146068352e-07,1.7926629850903092e-07,2.0429571489486827e-07,5.967616038768872e-08,1.6094749198239514e-08,5.379850348015254e-07,4.618920487736301e-07,2.058491136859171e-06,1.1466136947959716e-06,1.3775791865264117e-06,5.457507196295815e-07,1.990413596146867e-07,825755.963040157
2.6051416106216364e-07,2.266391539910862e-06,4.222856688796849e-06,2.4515075949764117e-06,3.5100174881228593e-06,2.4521939940459075e-06,1.6154750125064177e-06,4.6815352215760137e-07,1.0613049286256205e-08,1.4181455218972888e-06,1.5148928540505012e-06,1.4083329623992876e-06,1.93065486456091e-06,2.9335526150997846e-06,8.762812721541504e-07,1.4481953829782987e-07,825760.7033680715
1.3051240136034367e-07,2.0140311665668542e-06,1.2120884678011157e-06,1.0393744549445578e-06,8.200939382477915e-07,4.5511748971626714e-06,3.847620359358396e-07,9.662168713222578e-07,1.4151040865909634e-08,1.7640098553585307e-06,1.4154508093779457e-06,1.6196238277926406e-06,2.3926602040936853e-06,1.8170765286863052e-06,8.995593594043643e-07,2.2751957365774417e-07,825765.4262565861
1.2524013731670847e-07,1.7795911890391898e-07,6.262928798030777e-07,2.6571716317976423e-06,6.111540147404872e-06,2.7197674157935816e-06,1.8479359642873078e-07,1.0928853911307673e-06,2.6354986864201765e-08,1.8210326062055536e-06,1.3154807543639849e-06,1.7746809596363902e-06,4.38688559342478e-06,5.143595101927668e-06,5.457701696568553e-07,4.7244725910524727e-07,825780.293448932
1.8905172266696302e-08,1.3229238646411457e-06,3.636850368433808e-06,4.618458997984793e-07,3.4457586163007085e-06,5.731976186181836e-07,5.745633108782037e-08,5.105130965837731e-07,2.9111702003855638e-08,5.500658945623624e-07,5.95667009496138e-07,2.1507415251593872e-06,2.0449706882847766e-06,2.3837601270048034e-06,1.2674860658199657e-06,4.971804386503728e-07,825795.1515091779
8.914410174000633e-08,1.3396344145400012e-06,3.431177559057066e-06,2.873394200578241e-07,4.8669589920312535e-06,9.490039617046719e-07,5.661615764300633e-07,1.2948272558615597e-06,2.0092979844478428e-08,8.95446435273331e-07,7.183177725527009e-07,2.65465503340426e-06,2.399395110024761e-06,2.11433911558819e-06,2.9534367087084815e-07,1.963620899359767e-07,825799.9090868926
1.1287035944110106e-07,1.0406628261498457e-06,3.2498473673975636e-06,8.865531794007584e-07,7.96699992265778e-07,1.1551833364219584e-06,6.053390285457419e-07,8.88606432033262e-07,2.361732771346751e-08,2.5509946646715306e-06,2.21796498676457e-06,2.6517562051265366e-06,5.192100732451911e-06,1.8726008533720538e-06,1.4512543967570816e-06,5.132747982025438e-07,825804.6726216072
4.5849640836911765e-08,4.4096789998341024e-07,5.785830496596547e-07,2.2853430708582283e-06,1.939296423724605e-06,5.858228699067589e-06,7.380111337587532e-08,3.1208691016593987e-06,2.3875077389955574e-08,1.7171036915102052e-06,2.6642325326921548e-06,1.4271975341245336e-06,1.3257024431563845e-06,5.4143228196109215e-06,3.1504752606244447e-06,2.55425661222893e-07,825809.4303033219
8.110980007636234e-08,4.3884078951184833e-07,7.747720867150844e-06,8.53513865044348e-07,2.138294753857141e-06,9.29545664871985e-07,2.1126219835737356e-07,3.3595023466562564e-07,2.2655343887012314e-08,4.483834942038361e-07,7.468687655270057e-07,2.3452015260070298e-06,1.7366072391064531e-06,1.8932256925093488e-06,6.845214929902495e-07,1.5985921342300736e-07,825814.1292383365
1.8336869061335058e-07,1.2521105413705264e-06,1.0373690585864793e-06,1.4083065288880633e-06,4.7555692095887523e-07,2.7687003967737875e-06,4.68518722462992e-07,4.660465900006548e-07,1.8620241676320648e-08,4.638705587332896e-06,3.0339596602910624e-06,1.9116600248908014e-06,3.908482078495114e-06,4.601343759026134e-06,2.122690249219266e-06,3.080427362063531e-07,825818.8654977512
1.5665664892933458e-07,6.381031358430982e-06,1.8091129595411624e-06,5.485500884560563e-07,1.1302005327272725e-06,1.7240973612849722e-06,4.365697713965585e-07,5.494851452040719e-07,1.9413810625858804e-08,3.3646588335065765e-07,5.84301401139835e-07,1.951292422493102e-06,1.8403329452425724e-06,1.684187467718029e-06,7.686431323891673e-07,2.2491543091373052e-07,825823.5878074657
1.5811873548401017e-07,9.734811020054785e-07,2.4750049525794664e-06,4.3041463897210693e-07,4.792167559208305e-06,1.7245069862278856e-06,3.8639045049815643e-07,1.5595984963381666e-07,1.544589703016747e-08,6.225486542231318e-07,9.21586171324938e-07,2.0187626215005718e-06,1.90169332891103e-06,1.5164575367655665e-06,7.958130839727754e-07,1.872623144282943e-07,825828.3239786802
1.2237655989594013e-07,5.259707330672264e-06,3.413417125855576e-06,5.624017896326016e-07,1.3475790156772448e-06,7.329013470363936e-07,6.418591617934043e-07,1.4653897206855685e-06,2.9287523536266678e-08,4.98686774806147e-07,6.912079554748158e-07,2.185017809725134e-06,1.6326192937320053e-06,1.8232496606622632e-06,5.89853987843966e-07,2.3124841744570787e-07,825833.0742204948
4.113207932531515e-08,7.665088028684704e-07,8.86069373366249e-07,7.043784708827637e-07,3.4688603942432137e-06,1.633793220478624e-07,1.0866687557408576e-07,2.645053454201875e-07,2.9026845438198836e-08,5.690352272847345e-07,8.135227116720176e-07,2.281318238054133e-06,2.221631500725383e-06,8.820907777664608e-07,4.0068443198296616e-07,1.8962544576609787e-07,825837.7928359094
9.930916938240693e-08,4.203283144773169e-06,3.1965830845127815e-06,3.6950451241338763e-07,2.9969921263167402e-06,1.0882003700926962e-06,1.317276240767958e-07,3.1183923315993347e-07,2.6926555571694168e-08,2.1912760276459465e-06,1.324119816921522e-06,1.81973821965117e-06,4.264069614862394e-06,1.786516217783852e-06,7.993422490563663e-07,4.2827766348386436e-07,825842.5486834242
1.714692592865798e-07,1.650695563062227e-06,4.000261103949603e-06,6.351514375279437e-07,1.3074401959253265e-06,1.7595434236670473e-06,3.811141231412007e-07,4.680580090315117e-07,1.589095494925087e-08,1.3647828898120483e-06,9.208064326737276e-07,3.5622815903147194e-06,1.2313689092251263e-06,2.409580631007034e-06,7.808963445738599e-07,2.77445223540248e-07,825847.2955132388
6.217148691351762e-08,1.6120959559943091e-06,1.4889362794789366e-06,2.0362530841675845e-07,1.2031752559155104e-06,8.163895143664008e-07,3.3041212536393425e-07,1.18089182642354e-06,2.0606258743036024e-08,5.978594626771888e-07,8.298329787113451e-07,2.2312237137231475e-06,2.123082689624668e-06,1.3228245612721738e-06,8.301694686200287e-07,1.1892498524978403e-07,825852.0270355535
8.099604215088932e-08,5.688205278598368e-07,1.6521635221621145e-06,1.4615547375497145e-07,2.8183073965122516e-06,1.9989354762645894e-06,5.273373474831659e-07,2.641295228118402e-07,2.629504686685107e-08,7.249372296157399e-07,9.60783371334972e-07,2.985543422544246e-06,1.9416413347951462e-06,1.224719420154436e-06,5.718048401430695e-07,1.0566097806153788e-07,825856.7242393679
1.1751362597824112e-07,7.375382494954606e-07,9.249918882928606e-07,2.996352389093803e-07,8.741647862067207e-07,1.8511136113537691e-06,6.796327008321589e-07,1.1218710093096046e-07,1.0529147301888083e-08,1.0333735080827921e-06,5.485088903377729e-07,3.911296556588103e-06,1.941431864781493e-06,1.381922694227964e-06,1.0001896182917376e-06,2.273455293162952e-07,825861.4483121826
1.9272142568397175e-07,2.2662800208998935e-06,5.11671521700358e-07,8.427465140613133e-07,1.7979853353423722e-06,8.747811280266502e-07,5.043367426484814e-07,4.330659250666801e-07,1.6973934693819973e-08,5.133175871247411e-07,8.455302409492834e-07,2.1653379754409286e-06,2.755907920633555e-06,2.0870042417195898e-06,8.938211401863543e-07,1.0739737663447353e-07,825866.1748994971
1.5644858241511223e-07,3.7195408804354073e-06,4.67917028172429e-06,6.036427120196774e-07,3.2958458634085103e-06,1.1471231201036923e-06,1.912124229086092e-06,8.646189714191676e-07,1.835698644336814e-08,6.35056451014553e-07,7.042486984982449e-07,9.107442168796736e-07,2.8200205992468194e-06,1.0428519899855317e-06,6.027974066769041e-07,1.592977110659899e-07,825870.9233589118
1.2253933015397914e-07,2.5417896797573282e-06,1.2630405593853838e-06,2.688653200709593e-07,1.4012684000571796e-06,5.796351723832798e-07,2.4156440278406413e-07,7.76623753989995e-07,2.0968292715089732e-08,1.2190088283733922e-06,1.034235521436e-06,3.5420490497882646e-06,2.1945339252744718e-06,1.4025480476750277e-06,4.907812550419841e-07,1.5804267279452658e-07,825875.6726190264
2.3179186382556299e-07,1.265202629917257e-06,2.261802383432992e-06,1.078801210154794e-06,3.8092733189040096e-06,8.64016966604777e-07,6.121169733444698e-07,5.126217942881121e-07,3.091851408055513e-08,6.19373428930195e-07,7.035577590088997e-07,1.9149072898562382e-06,1.0764902142481295e-06,1.418189706191744e-06,7.477231153872648e-07,1.4998973035864313e-07,825880.401472841
9.42712030377443e-08,7.702305589035262e-07,2.2552353440065784e-06,9.76611615892156e-08,8.697078968703026e-07,3.5537862854753194e-07,2.488010708431339e-07,2.411597827089032e-07,3.631614873153872e-08,9.532709043082122e-07,6.276600058417949e-07,1.4076510595528556e-06,1.7757487059366035e-06,1.696009708540344e-06,5.917206774842098e-07,1.6008941873406277e-07,825885.1508448557
9.600663974535282e-08,2.435628154892938e-06,8.75100725393633e-07,9.46302414336402e-08,2.0541127961034517e-06,4.006741236442468e-07,1.6312461692826924e-07,1.3092462834371688e-07,3.060130140078444e-08,6.325214468532229e-07,8.679769643176767e-07,1.8664168793899299e-06,2.1109680582979554e-06,1.934892099589436e-06,4.889180450332056e-07,1.5715483669811356e-07,825889.8843220703
1.0354545940650578e-07,2.055496604645671e-06,5.348435359200832e-06,4.2056099270235517e-07,1.1458890959513629e-06,6.011563681771884e-07,6.561919134400142e-07,5.88012655847936e-07,2.3513459474643883e-08,8.882015671726668e-07,4.7155154169626647e-07,1.2118959534366229e-06,1.2933639008996473e-06,3.333302594434872e-06,7.181703622516351e-07,3.031643414863691e-07,825894.663433585
7.002238852539338e-08,2.806605334525565e-06,4.330326623589344e-07,6.921021907232956e-07,2.7091580352790886e-06,2.4435668887575354e-06,1.0618676174058583e-06,1.1025802245947087e-06,1.4619492645348198e-08,9.970150151661484e-07,7.455623719115339e-07,2.5100717613683817e-06,1.4302072067449582e-06,1.1750064324047848e-06,4.2728397269397707e-07,2.571768258500061e-07,825899.3670499995
1.4574067073069702e-07,2.1795170615388112e-06,2.7906638636683786e-06,6.092040684767582e-07,1.504821621980825e-06,1.064953538276166e-06,5.699226141328627e-07,9.094280942752906e-07,3.854682077514028e-08,5.928707726519284e-07,8.612097608316859e-07,2.7368802720873346e-06,1.4361647487097312e-06,1.1257336871070988e-06,9.328568708852656e-07,4.1489772666176254e-07,825904.0942148141
